['.', '()', '().', '(())', '(()).', '(()())', '(()()).']
['.', '..', '(.)', '(())', '(().)', '(())()', '(())(.)']
['.', '..', '(.)', '(())', '(().)', '(())()', '(().())']
['.', '..', '(.)', '(())', '(().)', '(())()', '(().)()']
['.', '..', '(.)', '(())', '(().)', '(())()', '(.)(())']
['.', '..', '(.)', '(())', '(().)', '(().).', '(())(.)']
['.', '..', '(.)', '(())', '(().)', '(().).', '(().())']
['.', '..', '(.)', '(())', '(().)', '(().).', '(().)()']
['.', '..', '(.)', '(())', '(().)', '(().).', '(().)..']
['.', '..', '(.)', '(())', '(().)', '(().).', '(()...)']
['.', '..', '(.)', '(())', '(().)', '(().).', '((...))']
['.', '..', '(.)', '(())', '(().)', '(().).', '(.(..))']
['.', '..', '(.)', '(())', '(().)', '(()..)', '(().)()']
['.', '..', '(.)', '(())', '(().)', '(()..)', '(()..).']
['.', '..', '(.)', '(())', '(().)', '(()..)', '(()...)']
['.', '..', '(.)', '(())', '(.)()', '(()())', '(()().)']
['.', '..', '(.)', '(())', '(.)()', '(()())', '(.)()()']
['.', '..', '(.)', '(())', '(.)()', '(())()', '(())().']
['.', '..', '(.)', '(())', '(.)()', '(())()', '(())(.)']
['.', '..', '(.)', '(())', '(.)()', '(())()', '(().())']
['.', '..', '(.)', '(())', '(.)()', '(())()', '(.)(())']
['.', '..', '(.)', '(())', '(.)()', '(())()', '(.)()()']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(()().)']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(())(.)']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(.(()))']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(.)(())']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(.)()()']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(.)()..']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '(.)(..)']
['.', '..', '(.)', '(())', '(.)()', '(.)().', '..(().)']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)', '(()(.))']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)', '(.)()()']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)', '(.)(.).']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)', '(.)(..)']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)', '..((.))']
['.', '..', '(.)', '(())', '(.)()', '..(())', '(.(()))']
['.', '..', '(.)', '(())', '(.)()', '..(())', '(.)()()']
['.', '..', '(.)', '(())', '(.)()', '..(())', '.((()))']
['.', '..', '(.)', '(())', '(.)()', '..(())', '..(()).']
['.', '..', '(.)', '(())', '(.)()', '..(())', '..(().)']
['.', '..', '(.)', '(.).', '(().)', '(()())', '(()()).']
['.', '..', '(.)', '(.).', '(().)', '(()())', '(()().)']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(()().)']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(().())']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(().)()']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(().)..']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(()...)']
['.', '..', '(.)', '(.).', '(().)', '(().).', '((...))']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.(()))']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.()())']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.())()']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.())..']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.()..)']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.(..))']
['.', '..', '(.)', '(.).', '(().)', '(().).', '(.).(.)']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(()(.))']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(().)()']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(()..).']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(()...)']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(.())()']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(.().).']
['.', '..', '(.)', '(.).', '(().)', '(()..)', '(.()..)']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(()(.))']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(().())']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(().)()']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(().)..']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(()...)']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.()())']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.())()']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.())..']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.()..)']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.(..))']
['.', '..', '(.)', '(.).', '(().)', '(.()).', '(.).(.)']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(().)()']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(()..).']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(()...)']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(.())()']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(.().).']
['.', '..', '(.)', '(.).', '(().)', '(.().)', '(.()..)']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(().())']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(().)()']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(.()())']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(.())()']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '(().)', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '(.())', '((()))', '((())).']
['.', '..', '(.)', '(.).', '(.())', '((()))', '((()).)']
['.', '..', '(.)', '(.).', '(.())', '((()))', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(().())']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(().)()']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(().)..']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(()...)']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.()())']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.())..']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.()..)']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.(..))']
['.', '..', '(.)', '(.).', '(.())', '(().).', '(.).(.)']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(().)()']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(()..).']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(()...)']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(.().).']
['.', '..', '(.)', '(.).', '(.())', '(()..)', '(.()..)']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '((()).)']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(()(.))']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(().())']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(().)()']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(().)..']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(()...)']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.()())']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.())..']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.()..)']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.(..))']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(.).(.)']
['.', '..', '(.)', '(.).', '(.())', '(.()).', '(..(.))']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '((().))']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(().)()']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(()..).']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(()...)']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(.().).']
['.', '..', '(.)', '(.).', '(.())', '(.().)', '(.()..)']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(().())']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(().)()']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(.()())']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(.())()']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '(.())', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '(.)()', '(()())', '(()()).']
['.', '..', '(.)', '(.).', '(.)()', '(()())', '(()().)']
['.', '..', '(.)', '(.).', '(.)()', '(()())', '(()(.))']
['.', '..', '(.)', '(.).', '(.)()', '(()())', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '((().))']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(()()).']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(()().)']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '((.()))']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(.().).']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(.()..)']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(..()).']
['.', '..', '(.)', '(.).', '(.)()', '(.().)', '(..().)']
['.', '..', '(.)', '(.).', '(.)()', '(.(.))', '(()()).']
['.', '..', '(.)', '(.).', '(.)()', '(.(.))', '(()().)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(()().)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.(()))']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.()..)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.)(())']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.)()..']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.)(..)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(.).(.)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '(..().)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().', '..(().)']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '(()(.))']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '(.)(.).']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '(.)(..)']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '(..(.))']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)', '..((.))']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(().())']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(.()())']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '(...())']
['.', '..', '(.)', '(.).', '(.)()', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '((.()))']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '(..()).']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '(..().)']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '(..(.))']
['.', '..', '(.)', '(.).', '(.)()', '(..())', '(...())']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '(.(()))']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '(.)()()']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '.((()))']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '..(()).']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '..(().)']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '..((.))']
['.', '..', '(.)', '(.).', '(.)()', '..(())', '..(.())']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(()(.))']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(().())']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(()..).']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(()...)']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.()())']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.().).']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.()..)']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.(.)).']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.(.).)']
['.', '..', '(.)', '(.).', '(.)..', '(()..)', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '((().))']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(((.)))']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(().())']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(()..).']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(()...)']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.()())']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.().).']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.()..)']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.(.)).']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.(.).)']
['.', '..', '(.)', '(.).', '(.)..', '(.().)', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '((().))']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(((.)))']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(()(.))']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(()..).']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(()...)']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(.().).']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(.()..)']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(.(.)).']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(.(.).)']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(()(.))']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(.()..)']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(())']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(.).']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(..)']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '(..(.))']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)', '..((.))']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(().())']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.()())']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.(.).)']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '(...())']
['.', '..', '(.)', '(.).', '(.)..', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(()...)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.()..)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.(.).)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.(..))']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.)(..)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.).(.)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.)....']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '(.....)']
['.', '..', '(.)', '(.).', '(.)..', '(.)...', '..(...)']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '((...))']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '(..(.))']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '(...())']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '(....).']
['.', '..', '(.)', '(.).', '(.)..', '(....)', '(.....)']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '(.(..))']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '(.)..()']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '.((..))']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '..((.))']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '..(.())']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '..(..).']
['.', '..', '(.)', '(.).', '(.)..', '..(..)', '..(...)']
['.', '..', '(.)', '(.).', '(...)', '((..))', '((..)).']
['.', '..', '(.)', '(.).', '(...)', '((..))', '((..).)']
['.', '..', '(.)', '(.).', '(...)', '((..))', '(..()).']
['.', '..', '(.)', '(.).', '(...)', '((..))', '(..().)']
['.', '..', '(.)', '(.).', '(...)', '((..))', '(...)()']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '(...())']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '(...)()']
['.', '..', '(.)', '(.).', '(...)', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '(...)', '(..())', '((.()))']
['.', '..', '(.)', '(.).', '(...)', '(..())', '((..)).']
['.', '..', '(.)', '(.).', '(...)', '(..())', '((..).)']
['.', '..', '(.)', '(.).', '(...)', '(..())', '(..()).']
['.', '..', '(.)', '(.).', '(...)', '(..())', '(..().)']
['.', '..', '(.)', '(.).', '(...)', '(..())', '(...)()']
['.', '..', '(.)', '(.).', '(...)', '(...).', '((..).)']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(.).(.)']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(..().)']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(...())']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(...)()']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(...)..']
['.', '..', '(.)', '(.).', '(...)', '(...).', '(.....)']
['.', '..', '(.)', '(.).', '(...)', '(....)', '((...))']
['.', '..', '(.)', '(.).', '(...)', '(....)', '(..(.))']
['.', '..', '(.)', '(.).', '(...)', '(....)', '(...)()']
['.', '..', '(.)', '(.).', '(...)', '(....)', '(....).']
['.', '..', '(.)', '(.).', '(...)', '(....)', '(.....)']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))', '(((.)))']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))', '(.(.)).']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))', '(.(.).)']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))', '(.).(.)']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(().())']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(.()())']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(.)(())']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(.).().']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(.).(.)']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '(...())']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '..(.())']
['.', '..', '(.)', '(.).', '..(.)', '(.).()', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '.((.))', '(((.)))']
['.', '..', '(.)', '(.).', '..(.)', '.((.))', '.((.)).']
['.', '..', '(.)', '(.).', '..(.)', '.((.))', '.((.).)']
['.', '..', '(.)', '(.).', '..(.)', '.((.))', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '..(())', '(.(()))']
['.', '..', '(.)', '(.).', '..(.)', '..(())', '.((()))']
['.', '..', '(.)', '(.).', '..(.)', '..(())', '..(()).']
['.', '..', '(.)', '(.).', '..(.)', '..(())', '..(().)']
['.', '..', '(.)', '(.).', '..(.)', '..(())', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '(.(.).)']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '(.).(.)']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '.((.).)']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '..(().)']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '..(.())']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '..(.)..']
['.', '..', '(.)', '(.).', '..(.)', '..(.).', '..(...)']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '(.(..))']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '.((..))']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '..((.))']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '..(.)()']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '..(..).']
['.', '..', '(.)', '(.).', '..(.)', '..(..)', '..(...)']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '((.)())']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '((.))()']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '((.))..']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '((.)..)']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '((...))']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '(..(.))']
['.', '..', '(.)', '(..)', '((.))', '((.)).', '(..)(.)']
['.', '..', '(.)', '(..)', '((.))', '((.).)', '((.))()']
['.', '..', '(.)', '(..)', '((.))', '((.).)', '((.).).']
['.', '..', '(.)', '(..)', '((.))', '((.).)', '((.)..)']
['.', '..', '(.)', '(..)', '((.))', '(..)()', '((.)())']
['.', '..', '(.)', '(..)', '((.))', '(..)()', '((.))()']
['.', '..', '(.)', '(..)', '((.))', '(..)()', '(.)(())']
['.', '..', '(.)', '(..)', '((.))', '(..)()', '(..)().']
['.', '..', '(.)', '(..)', '((.))', '(..)()', '(..)(.)']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(.(()))']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(.)(())']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(.)()()']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(.)()..']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(.)(..)']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(..()).']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(..().)']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '(..)(.)']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '.((()))']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '..(()).']
['.', '..', '(.)', '(..)', '(.)()', '(.)().', '..(().)']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)', '(.)()()']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)', '(.)(.).']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)', '(.)(..)']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)', '(..(.))']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)', '..((.))']
['.', '..', '(.)', '(..)', '(.)()', '(..())', '((.()))']
['.', '..', '(.)', '(..)', '(.)()', '(..())', '(.)()()']
['.', '..', '(.)', '(..)', '(.)()', '(..())', '(..().)']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '((.)())']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '(.)(())']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '(.)()()']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '(..)().']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '(..)(.)']
['.', '..', '(.)', '(..)', '(.)()', '(..)()', '(...())']
['.', '..', '(.)', '(..)', '(.)()', '..(())', '(.(()))']
['.', '..', '(.)', '(..)', '(.)()', '..(())', '(.)()()']
['.', '..', '(.)', '(..)', '(.)()', '..(())', '.((()))']
['.', '..', '(.)', '(..)', '(.)()', '..(())', '..(()).']
['.', '..', '(.)', '(..)', '(.)()', '..(())', '..(().)']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '((.)())']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '((.).).']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '((.)..)']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '(..()).']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '(..().)']
['.', '..', '(.)', '(..)', '(..).', '((.).)', '(..).()']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '(.)(())']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '(.)(.).']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '(.)(..)']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '(..(.))']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '(..).()']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)', '..((.))']
['.', '..', '(.)', '(..)', '(..).', '(..())', '((.()))']
['.', '..', '(.)', '(..)', '(..).', '(..())', '((.).).']
['.', '..', '(.)', '(..)', '(..).', '(..())', '((.)..)']
['.', '..', '(.)', '(..)', '(..).', '(..())', '(..()).']
['.', '..', '(.)', '(..)', '(..).', '(..())', '(..().)']
['.', '..', '(.)', '(..)', '(..).', '(..())', '(..).()']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '((.)())']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(.)(())']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(..().)']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(..(.))']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(..)().']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(..)(.)']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(..).()']
['.', '..', '(.)', '(..)', '(..).', '(..)()', '(...())']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '((.)..)']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(.)(..)']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(..().)']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(..(.))']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(..)(.)']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(..).()']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(..)...']
['.', '..', '(.)', '(..)', '(..).', '(..)..', '(.....)']
['.', '..', '(.)', '(..)', '(..).', '(....)', '((...))']
